date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,discounted_price,revenue,days_since_purchase,gross_value,city,province,country,province_code,timezone,population,latitude,longitude
2025-10-09,CUST1030,Laptop,1034.8,1.0,SAVE15,Windsor,15.0,879.5799999999999,879.5799999999999,64,1034.8,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-11-09,CUST1141,Smartwatch,326.26,5.0,WELCOME10,Waterloo,10.0,293.634,1468.17,33,1631.3,Waterloo,Ontario,Canada,ON,America/Toronto,121436,43.4643,-80.5204
2025-11-09,CUST1105,Webcam,151.09,4.0,FREESHIP,Hamilton,0.0,151.09,604.36,33,604.36,Hamilton,Ontario,Canada,ON,America/Toronto,569353,43.2557,-79.8711
2025-02-10,CUST1022,Monitor,465.74,1.0,NONE,Vaughan,0.0,465.74,465.74,305,465.74,Vaughan,Ontario,Canada,ON,America/Toronto,323103,43.8563,-79.5085
2025-02-10,CUST1039,Webcam,90.43,2.0,TECH20,London,20.0,72.34400000000001,144.68800000000002,305,180.86,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-02-10,CUST1085,Tablet,675.66,1.0,WELCOME10,Windsor,10.0,608.0939999999999,608.0939999999999,305,675.66,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-02-10,CUST1048,Monitor,203.8,2.0,SAVE15,Hamilton,15.0,173.23000000000002,346.46000000000004,305,407.6,Hamilton,Ontario,Canada,ON,America/Toronto,569353,43.2557,-79.8711
2025-03-10,CUST1051,Laptop,1271.91,3.0,FREESHIP,Mississauga,0.0,1271.91,3815.7300000000005,277,3815.7300000000005,Mississauga,Ontario,Canada,ON,America/Toronto,717961,43.589,-79.6441
2025-03-10,CUST1068,Keyboard,141.75,5.0,FREESHIP,Windsor,0.0,141.75,708.75,277,708.75,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-03-10,CUST1124,USB Drive,66.57,4.0,FREESHIP,London,0.0,66.57,266.28,277,266.28,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-04-10,CUST1085,Tablet,673.92,4.0,NONE,Hamilton,0.0,673.92,2695.68,246,2695.68,Hamilton,Ontario,Canada,ON,America/Toronto,569353,43.2557,-79.8711
2025-05-10,CUST1016,Laptop,1337.1,3.0,WELCOME10,Toronto,10.0,1203.3899999999999,3610.1699999999996,216,4011.2999999999997,Toronto,Ontario,Canada,ON,America/Toronto,2794356,43.6532,-79.3832
2025-06-10,CUST1078,Mouse,35.77,5.0,NONE,Cambridge,0.0,35.77,178.85000000000002,185,178.85000000000002,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-06-10,CUST1130,Smartphone,1353.4,5.0,SUMMER10,Toronto,10.0,1218.0600000000002,6090.300000000001,185,6767.0,Toronto,Ontario,Canada,ON,America/Toronto,2794356,43.6532,-79.3832
2025-06-10,CUST1094,Smartphone,667.89,5.0,NONE,Ottawa,0.0,667.89,3339.45,185,3339.45,Ottawa,Ontario,Canada,ON,America/Toronto,1017449,45.4215,-75.6972
2025-07-10,CUST1023,Smartphone,1076.7,5.0,FREESHIP,Toronto,0.0,1076.7,5383.5,155,5383.5,Toronto,Ontario,Canada,ON,America/Toronto,2794356,43.6532,-79.3832
2025-07-10,CUST1126,Monitor,226.17,2.0,SUMMER10,Cambridge,10.0,203.553,407.106,155,452.34,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-07-10,CUST1045,USB Drive,39.46,4.0,NONE,Mississauga,0.0,39.46,157.84,155,157.84,Mississauga,Ontario,Canada,ON,America/Toronto,717961,43.589,-79.6441
2025-08-10,CUST1115,Webcam,135.35,2.0,NEW25,London,25.0,101.51249999999999,203.02499999999998,124,270.7,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-09-10,CUST1041,Headphones,41.61,4.0,NEW25,Windsor,25.0,31.2075,124.83,93,166.44,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-09-10,CUST1026,Smartphone,843.13,1.0,NEW25,Kitchener,25.0,632.3475,632.3475,93,843.13,Kitchener,Ontario,Canada,ON,America/Toronto,256885,43.4516,-80.4925
2025-09-10,CUST1121,Monitor,337.13,5.0,NONE,Cambridge,0.0,337.13,1685.65,93,1685.65,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-09-10,CUST1072,Webcam,140.07,5.0,NEW25,Waterloo,25.0,105.0525,525.2624999999999,93,700.3499999999999,Waterloo,Ontario,Canada,ON,America/Toronto,121436,43.4643,-80.5204
2025-10-10,CUST1140,Smartwatch,238.05,4.0,FREESHIP,Windsor,0.0,238.05,952.2,63,952.2,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-11-10,CUST1040,Smartphone,1289.71,3.0,TECH20,Waterloo,20.0,1031.768,3095.304,32,3869.13,Waterloo,Ontario,Canada,ON,America/Toronto,121436,43.4643,-80.5204
2025-11-10,CUST1011,Tablet,523.9,4.0,NONE,Waterloo,0.0,523.9,2095.6,32,2095.6,Waterloo,Ontario,Canada,ON,America/Toronto,121436,43.4643,-80.5204
2025-11-10,CUST1077,Webcam,51.56,1.0,SAVE15,Markham,15.0,43.826,43.826,32,51.56,Markham,Ontario,Canada,ON,America/Toronto,338503,43.8561,-79.337
2025-12-10,CUST1095,Smartphone,750.11,1.0,NONE,Markham,0.0,750.11,750.11,2,750.11,Markham,Ontario,Canada,ON,America/Toronto,338503,43.8561,-79.337
2025-01-11,CUST1121,Tablet,515.35,3.0,WELCOME10,Vaughan,10.0,463.81500000000005,1391.4450000000002,335,1546.0500000000002,Vaughan,Ontario,Canada,ON,America/Toronto,323103,43.8563,-79.5085
2025-01-11,CUST1011,USB Drive,27.24,5.0,WELCOME10,Oakville,10.0,24.516,122.57999999999998,335,136.2,Oakville,Ontario,Canada,ON,America/Toronto,213759,43.4675,-79.6877
2025-01-11,CUST1082,Webcam,247.58,4.0,SUMMER10,London,10.0,222.822,891.288,335,990.32,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-02-11,CUST1006,Keyboard,126.26,1.0,NONE,Richmond Hill,0.0,126.26,126.26,304,126.26,Richmond Hill,Ontario,Canada,ON,America/Toronto,202022,43.8828,-79.4403
2025-03-11,CUST1123,Tablet,251.78,5.0,FREESHIP,Kitchener,0.0,251.78,1258.9,276,1258.9,Kitchener,Ontario,Canada,ON,America/Toronto,256885,43.4516,-80.4925
2025-03-11,CUST1083,USB Drive,32.32,2.0,TECH20,Windsor,20.0,25.856,51.712,276,64.64,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-04-11,CUST1031,Mouse,105.03,5.0,NONE,Toronto,0.0,105.03,525.15,245,525.15,Toronto,Ontario,Canada,ON,America/Toronto,2794356,43.6532,-79.3832
2025-06-11,CUST1068,Monitor,531.37,1.0,NEW25,Burlington,25.0,398.52750000000003,398.52750000000003,184,531.37,Burlington,Ontario,Canada,ON,America/Toronto,186948,43.3255,-79.799
2025-07-11,CUST1132,Webcam,141.4,2.0,TECH20,Windsor,20.0,113.12,226.24,154,282.8,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-07-11,CUST1058,Webcam,202.89,5.0,FREESHIP,Burlington,0.0,202.89,1014.4499999999999,154,1014.4499999999999,Burlington,Ontario,Canada,ON,America/Toronto,186948,43.3255,-79.799
2025-08-11,CUST1136,Webcam,238.05,4.0,WELCOME10,Ottawa,10.0,214.245,856.98,123,952.2,Ottawa,Ontario,Canada,ON,America/Toronto,1017449,45.4215,-75.6972
2025-09-11,CUST1057,Webcam,115.6,1.0,NEW25,London,25.0,86.69999999999999,86.69999999999999,92,115.6,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-10-11,CUST1121,Keyboard,91.56,1.0,NEW25,Brampton,25.0,68.67,68.67,62,91.56,Brampton,Ontario,Canada,ON,America/Toronto,656480,43.7315,-79.7624
2025-10-11,CUST1012,Monitor,224.85,5.0,NEW25,Cambridge,25.0,168.6375,843.1875,62,1124.25,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-12-11,CUST1114,Headphones,325.17,2.0,WELCOME10,Windsor,10.0,292.653,585.306,1,650.34,Windsor,Ontario,Canada,ON,America/Toronto,233763,42.3149,-83.0364
2025-01-12,CUST1093,USB Drive,10.8,2.0,WELCOME10,Cambridge,10.0,9.72,19.44,334,21.6,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-02-12,CUST1040,Headphones,167.09,1.0,FREESHIP,Ottawa,0.0,167.09,167.09,303,167.09,Ottawa,Ontario,Canada,ON,America/Toronto,1017449,45.4215,-75.6972
2025-02-12,CUST1020,Headphones,275.67,2.0,NONE,Cambridge,0.0,275.67,551.34,303,551.34,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-02-12,CUST1026,Headphones,314.48,4.0,SUMMER10,Oakville,10.0,283.03200000000004,1132.1280000000002,303,1257.92,Oakville,Ontario,Canada,ON,America/Toronto,213759,43.4675,-79.6877
2025-02-12,CUST1087,Keyboard,104.9,3.0,NONE,London,0.0,104.9,314.70000000000005,303,314.70000000000005,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-03-12,CUST1069,Webcam,55.25,1.0,SAVE15,Markham,15.0,46.9625,46.9625,275,55.25,Markham,Ontario,Canada,ON,America/Toronto,338503,43.8561,-79.337
2025-04-12,CUST1036,USB Drive,27.54,1.0,NEW25,Cambridge,25.0,20.655,20.655,244,27.54,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-05-12,CUST1095,Monitor,389.74,1.0,SUMMER10,Cambridge,10.0,350.766,350.766,214,389.74,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-06-12,CUST1032,Monitor,430.42,3.0,SUMMER10,Markham,10.0,387.37800000000004,1162.134,183,1291.26,Markham,Ontario,Canada,ON,America/Toronto,338503,43.8561,-79.337
2025-06-12,CUST1037,Monitor,186.68,3.0,TECH20,Cambridge,20.0,149.34400000000002,448.03200000000004,183,560.04,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-09-12,CUST1091,Keyboard,105.04,1.0,FREESHIP,London,0.0,105.04,105.04,91,105.04,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-09-12,CUST1136,Keyboard,66.37,2.0,NEW25,Vaughan,25.0,49.7775,99.555,91,132.74,Vaughan,Ontario,Canada,ON,America/Toronto,323103,43.8563,-79.5085
2025-09-12,CUST1098,Smartwatch,327.94,3.0,WELCOME10,Burlington,10.0,295.146,885.4380000000001,91,983.8199999999999,Burlington,Ontario,Canada,ON,America/Toronto,186948,43.3255,-79.799
2025-09-12,CUST1030,Keyboard,48.93,5.0,SAVE15,Burlington,15.0,41.5905,207.9525,91,244.65,Burlington,Ontario,Canada,ON,America/Toronto,186948,43.3255,-79.799
2025-10-12,CUST1135,Monitor,515.93,1.0,NEW25,Cambridge,25.0,386.9475,386.9475,61,515.93,Cambridge,Ontario,Canada,ON,America/Toronto,138479,43.3616,-80.3144
2025-11-12,CUST1068,Smartwatch,247.43,5.0,FREESHIP,London,0.0,247.43,1237.15,30,1237.15,London,Ontario,Canada,ON,America/Toronto,422324,42.9849,-81.2453
2025-11-12,CUST1029,Laptop,1105.19,4.0,SUMMER10,Markham,10.0,994.671,3978.684,30,4420.76,Markham,Ontario,Canada,ON,America/Toronto,338503,43.8561,-79.337
2025-12-12,CUST1148,Smartphone,628.92,5.0,WELCOME10,Ottawa,10.0,566.028,2830.1400000000003,0,3144.6,Ottawa,Ontario,Canada,ON,America/Toronto,1017449,45.4215,-75.6972
